Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.718319,0.115107,6.702366,6.734272,6.718584,6.360687,7.067556,200
avg_utility_extremist,10.268401,0.634661,10.180442,10.356361,10.244937,8.942638,12.109028,200
avg_utility_mainstream,6.091834,0.134034,6.073258,6.110410,6.088679,5.543484,6.509249,200
avg_utility_gov_algorithmic,6.299214,0.163207,6.276595,6.321833,6.289930,5.660473,6.707551,200
avg_utility_gov_coalition,6.389924,0.331466,6.343985,6.435863,6.332089,5.495698,7.470726,200
avg_utility_gov_direct,10.196591,0.546192,10.120893,10.272290,10.163642,8.953602,12.551091,200
avg_utility_extremist_algorithmic,7.623445,1.185567,7.453062,7.793828,7.479617,4.434783,12.571429,186
avg_utility_extremist_coalition,10.551252,3.185880,10.021616,11.080889,9.500000,5.675676,18.000000,139
avg_utility_extremist_direct,12.787070,0.618298,12.701378,12.872762,12.833235,11.023921,14.450660,200
avg_utility_mainstream_algorithmic,6.197020,0.144736,6.176961,6.217080,6.192594,5.617494,6.537763,200
avg_utility_mainstream_coalition,6.148891,0.231053,6.116868,6.180913,6.152631,5.434953,6.637147,200
avg_utility_mainstream_direct,3.289776,0.768046,3.183331,3.396222,3.265491,1.236060,6.857143,200
norm_utility_extremist,0.513420,0.031733,0.509022,0.517818,0.512247,0.447132,0.605451,200
norm_utility_mainstream,0.609183,0.013403,0.607326,0.611041,0.608868,0.554348,0.650925,200
total_relocations,68288.280000,504.776583,68218.321535,68358.238465,68252.000000,66955.000000,70117.000000,200
avg_relocations_per_community,75.875867,0.560863,75.798135,75.953598,75.835556,74.394444,77.907778,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,648.280000,28.668993,644.306680,652.253320,651.000000,572.000000,704.000000,200
final_proportion_algorithmic,0.720311,0.031854,0.715896,0.724726,0.723333,0.635556,0.782222,200
final_count_coalition,159.340000,28.116849,155.443204,163.236796,155.000000,108.000000,239.000000,200
final_proportion_coalition,0.177044,0.031241,0.172715,0.181374,0.172222,0.120000,0.265556,200
final_count_direct,92.380000,8.693878,91.175090,93.584910,92.000000,71.000000,121.000000,200
final_proportion_direct,0.102644,0.009660,0.101306,0.103983,0.102222,0.078889,0.134444,200
final_count_extremist_algorithmic,51.705000,22.206160,48.627383,54.782617,61.000000,0.000000,82.000000,200
final_count_extremist_coalition,16.350000,22.114992,13.285019,19.414981,4.000000,0.000000,77.000000,200
final_count_extremist_direct,66.945000,5.708318,66.153867,67.736133,68.000000,47.000000,81.000000,200
final_count_mainstream_algorithmic,596.575000,18.998926,593.941883,599.208117,596.500000,546.000000,640.000000,200
final_count_mainstream_coalition,142.990000,17.653274,140.543381,145.436619,142.500000,94.000000,184.000000,200
final_count_mainstream_direct,25.435000,6.861573,24.484035,26.385965,25.000000,8.000000,46.000000,200
convergence_settling_step,99.345000,,,,,,,
burst_rate,0.645370,,,,,,,
burst_size_median,31.000000,,,,,,,
escalation_mean_slope,1.394505,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.050320,,,,,,,
displacement_frac_negative,0.000000,,,,,,,
enclave_mean_homogeneity,0.958347,,,,,,,
enclave_settling_step,22.874405,,,,,,,
convergence_pattern_mode,NOISY_PLATEAU,,,,,,,
convergence_settling_step,99.345000,,,,,,,
burst_rate,0.645370,,,,,,,
burst_size_median,31.000000,,,,,,,
escalation_mean_slope,1.394505,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.050320,,,,,,,
displacement_frac_negative,0.000000,,,,,,,
enclave_mean_homogeneity,0.958347,,,,,,,
enclave_settling_step,22.874405,,,,,,,
convergence_pattern_mode,NOISY_PLATEAU,,,,,,,
convergence_settling_step,99.345000,,,,,,,
burst_rate,0.645370,,,,,,,
burst_size_median,31.000000,,,,,,,
escalation_mean_slope,1.394505,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.050320,,,,,,,
displacement_frac_negative,0.000000,,,,,,,
enclave_mean_homogeneity,0.958347,,,,,,,
enclave_settling_step,22.874405,,,,,,,
convergence_pattern_mode,NOISY_PLATEAU,,,,,,,
convergence_settling_step,99.345000,,,,,,,
burst_rate,0.645370,,,,,,,
burst_size_median,31.000000,,,,,,,
escalation_mean_slope,1.394505,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.050320,,,,,,,
displacement_frac_negative,0.000000,,,,,,,
enclave_mean_homogeneity,0.958347,,,,,,,
enclave_settling_step,22.874405,,,,,,,
convergence_pattern_mode,NOISY_PLATEAU,,,,,,,
