Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.514955,0.173370,6.490927,6.538983,6.523889,6.092881,7.033333,200
avg_utility_extremist,11.318186,0.729465,11.217087,11.419284,11.359026,9.378278,14.018945,200
avg_utility_mainstream,5.667326,0.218222,5.637082,5.697570,5.674765,5.089879,6.090474,200
avg_utility_gov_algorithmic,5.958060,0.299261,5.916584,5.999535,5.994634,5.182310,6.625510,200
avg_utility_gov_coalition,6.143704,0.466393,6.079065,6.208343,6.057356,5.000634,7.996589,200
avg_utility_gov_direct,9.745795,0.607849,9.661551,9.830038,9.743723,8.415097,11.380633,200
avg_utility_extremist_algorithmic,8.240768,1.900157,7.932543,8.548994,8.012821,4.000000,17.000000,146
avg_utility_extremist_coalition,9.156116,2.384298,8.702212,9.610019,8.447619,5.449275,15.620690,106
avg_utility_extremist_direct,14.511140,0.561736,14.433287,14.588993,14.550294,12.835699,15.687770,200
avg_utility_mainstream_algorithmic,5.827490,0.247575,5.793178,5.861802,5.852818,5.182310,6.359828,200
avg_utility_mainstream_coalition,5.722509,0.346425,5.674497,5.770521,5.709430,4.809273,6.495375,200
avg_utility_mainstream_direct,3.912659,0.308745,3.869869,3.955449,3.919115,3.092017,4.830435,200
norm_utility_extremist,0.565909,0.036473,0.560854,0.570964,0.567951,0.468914,0.700947,200
norm_utility_mainstream,0.566733,0.021822,0.563708,0.569757,0.567476,0.508988,0.609047,200
total_relocations,58330.530000,488.858653,58262.777647,58398.282353,58306.000000,57212.000000,59754.000000,200
avg_relocations_per_community,64.811700,0.543176,64.736420,64.886980,64.784444,63.568889,66.393333,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,610.995000,37.425235,605.808127,616.181873,614.000000,507.000000,693.000000,200
final_proportion_algorithmic,0.678883,0.041584,0.673120,0.684647,0.682222,0.563333,0.770000,200
final_count_coalition,165.965000,35.250058,161.079591,170.850409,162.000000,94.000000,244.000000,200
final_proportion_coalition,0.184406,0.039167,0.178977,0.189834,0.180000,0.104444,0.271111,200
final_count_direct,123.040000,13.854898,121.119809,124.960191,122.000000,89.000000,170.000000,200
final_proportion_direct,0.136711,0.015394,0.134578,0.138845,0.135556,0.098889,0.188889,200
final_count_extremist_algorithmic,40.895000,30.046931,36.730708,45.059292,54.500000,0.000000,86.000000,200
final_count_extremist_coalition,26.880000,30.215567,22.692336,31.067664,7.000000,0.000000,81.000000,200
final_count_extremist_direct,67.225000,5.788949,66.422693,68.027307,68.000000,49.000000,81.000000,200
final_count_mainstream_algorithmic,570.100000,24.466365,566.709135,573.490865,571.000000,501.000000,633.000000,200
final_count_mainstream_coalition,139.085000,21.554134,136.097749,142.072251,139.000000,84.000000,194.000000,200
final_count_mainstream_direct,55.815000,12.423061,54.093252,57.536748,55.000000,28.000000,98.000000,200
burst_rate,0.750000,,,,,,,
burst_size_median,53.000000,,,,,,,
escalation_mean_slope,3.904904,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.067167,,,,,,,
displacement_frac_negative,0.010000,,,,,,,
enclave_mean_homogeneity,0.938808,,,,,,,
enclave_settling_step,25.384167,,,,,,,
burst_rate,0.750000,,,,,,,
burst_size_median,53.000000,,,,,,,
escalation_mean_slope,3.904904,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.067167,,,,,,,
displacement_frac_negative,0.010000,,,,,,,
enclave_mean_homogeneity,0.938808,,,,,,,
enclave_settling_step,25.384167,,,,,,,
burst_rate,0.750000,,,,,,,
burst_size_median,53.000000,,,,,,,
escalation_mean_slope,3.904904,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.067167,,,,,,,
displacement_frac_negative,0.010000,,,,,,,
enclave_mean_homogeneity,0.938808,,,,,,,
enclave_settling_step,25.384167,,,,,,,
