Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.276262,0.162423,6.253751,6.298772,6.266667,5.846536,6.687703,200
avg_utility_extremist,10.991174,0.890796,10.867716,11.114632,10.989648,8.800073,13.925557,200
avg_utility_mainstream,5.752382,0.161691,5.729973,5.774792,5.752988,5.307451,6.199139,200
avg_utility_gov_algorithmic,6.067204,0.226845,6.035765,6.098643,6.054137,5.436235,6.568878,200
avg_utility_gov_coalition,5.788402,0.563134,5.710356,5.866448,5.699206,4.829606,7.932940,200
avg_utility_gov_direct,7.528176,0.584539,7.447163,7.609189,7.455505,6.234119,9.175707,200
avg_utility_extremist_coalition,8.819894,1.747056,8.473994,9.165793,8.496269,4.326087,13.842105,98
avg_utility_extremist_direct,13.692260,0.294042,13.651508,13.733012,13.730260,12.611111,14.198113,200
avg_utility_mainstream_algorithmic,5.990819,0.175215,5.966536,6.015103,5.995737,5.436235,6.391112,200
avg_utility_mainstream_coalition,5.341509,0.325476,5.296400,5.386617,5.302229,4.516310,6.294357,200
avg_utility_mainstream_direct,5.286379,0.302166,5.244501,5.328257,5.305698,4.375439,6.280000,200
norm_utility_extremist,0.732745,0.059386,0.724514,0.740975,0.732643,0.586672,0.928370,200
norm_utility_mainstream,0.575238,0.016169,0.572997,0.577479,0.575299,0.530745,0.619914,200
total_relocations,37736.885000,705.250796,37639.142226,37834.627774,37665.000000,36182.000000,40121.000000,200
avg_relocations_per_community,41.929872,0.783612,41.821269,42.038475,41.850000,40.202222,44.578889,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,548.920000,46.680929,542.450353,555.389647,548.000000,442.000000,685.000000,200
final_proportion_algorithmic,0.609911,0.051868,0.602723,0.617100,0.608889,0.491111,0.761111,200
final_count_coalition,175.935000,32.131964,171.481737,180.388263,178.000000,88.000000,291.000000,200
final_proportion_coalition,0.195483,0.035702,0.190535,0.200431,0.197778,0.097778,0.323333,200
final_count_direct,175.145000,35.465377,170.229750,180.060250,172.000000,99.000000,270.000000,200
final_proportion_direct,0.194606,0.039406,0.189144,0.200067,0.191111,0.110000,0.300000,200
final_count_extremist_algorithmic,23.120000,22.987775,19.934057,26.305943,36.000000,0.000000,62.000000,200
final_count_extremist_coalition,21.945000,22.650989,18.805733,25.084267,0.000000,0.000000,57.000000,200
final_count_extremist_direct,44.935000,4.655010,44.289848,45.580152,45.000000,28.000000,56.000000,200
final_count_mainstream_algorithmic,525.800000,48.031606,519.143159,532.456841,524.000000,398.000000,639.000000,200
final_count_mainstream_coalition,153.990000,36.452074,148.938000,159.042000,154.000000,68.000000,246.000000,200
final_count_mainstream_direct,130.210000,35.867931,125.238958,135.181042,125.500000,55.000000,227.000000,200
avg_utility_extremist_algorithmic,7.875984,1.234418,7.636422,8.115546,7.767157,5.052632,10.484375,102
burst_rate,0.975000,,,,,,,
burst_size_median,43.000000,,,,,,,
escalation_mean_slope,6.340501,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.094520,,,,,,,
displacement_frac_negative,0.080000,,,,,,,
enclave_mean_homogeneity,0.856686,,,,,,,
enclave_settling_step,30.803279,,,,,,,
burst_rate,0.975000,,,,,,,
burst_size_median,43.000000,,,,,,,
escalation_mean_slope,6.340501,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.094520,,,,,,,
displacement_frac_negative,0.080000,,,,,,,
enclave_mean_homogeneity,0.856686,,,,,,,
enclave_settling_step,30.803279,,,,,,,
burst_rate,0.975000,,,,,,,
burst_size_median,43.000000,,,,,,,
escalation_mean_slope,6.340501,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.094520,,,,,,,
displacement_frac_negative,0.080000,,,,,,,
enclave_mean_homogeneity,0.856686,,,,,,,
enclave_settling_step,30.803279,,,,,,,
