Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.322450,0.176678,6.297964,6.346936,6.336654,5.795358,6.763333,200
avg_utility_extremist,10.312444,0.620559,10.226439,10.398449,10.248973,8.714921,11.947513,200
avg_utility_mainstream,5.618334,0.197086,5.591019,5.645648,5.623502,5.044299,6.051409,200
avg_utility_gov_algorithmic,5.961544,0.288137,5.921610,6.001478,5.928915,5.168797,6.617040,200
avg_utility_gov_coalition,5.711108,0.550323,5.634837,5.787379,5.707519,4.469254,8.237823,200
avg_utility_gov_direct,8.108446,0.613948,8.023357,8.193535,8.088491,6.714403,10.321627,200
avg_utility_extremist_coalition,7.705720,1.204167,7.472028,7.939411,7.812500,5.149254,10.760331,102
avg_utility_extremist_direct,13.060593,0.327653,13.015183,13.106004,13.114520,11.951220,13.876404,200
avg_utility_mainstream_algorithmic,5.873158,0.212801,5.843665,5.902651,5.902754,5.168797,6.390744,200
avg_utility_mainstream_coalition,5.235490,0.372682,5.183839,5.287141,5.215138,4.469254,6.156691,200
avg_utility_mainstream_direct,4.967344,0.260023,4.931307,5.003382,4.975131,4.008738,5.855332,200
norm_utility_extremist,0.687496,0.041371,0.681763,0.693230,0.683265,0.580995,0.796501,200
norm_utility_mainstream,0.561833,0.019709,0.559102,0.564565,0.562350,0.504430,0.605141,200
total_relocations,38437.665000,778.276044,38329.801443,38545.528557,38479.500000,36406.000000,40126.000000,200
avg_relocations_per_community,42.708517,0.864751,42.588668,42.828365,42.755000,40.451111,44.584444,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,539.160000,46.118532,532.768298,545.551702,539.500000,422.000000,647.000000,200
final_proportion_algorithmic,0.599067,0.051243,0.591965,0.606169,0.599444,0.468889,0.718889,200
final_count_coalition,183.435000,39.478711,177.963530,188.906470,180.000000,83.000000,312.000000,200
final_proportion_coalition,0.203817,0.043865,0.197737,0.209896,0.200000,0.092222,0.346667,200
final_count_direct,177.405000,27.149705,173.642243,181.167757,176.000000,112.000000,256.000000,200
final_proportion_direct,0.197117,0.030166,0.192936,0.201298,0.195556,0.124444,0.284444,200
final_count_extremist_algorithmic,33.040000,34.042073,28.322009,37.757991,0.000000,0.000000,81.000000,200
final_count_extremist_coalition,34.540000,34.160255,29.805630,39.274370,58.000000,0.000000,86.000000,200
final_count_extremist_direct,67.420000,5.649174,66.637064,68.202936,68.000000,49.000000,81.000000,200
final_count_mainstream_algorithmic,506.120000,46.788905,499.635389,512.604611,506.000000,396.000000,638.000000,200
final_count_mainstream_coalition,148.895000,38.533076,143.554588,154.235412,151.500000,48.000000,246.000000,200
final_count_mainstream_direct,109.985000,26.990316,106.244333,113.725667,109.000000,43.000000,197.000000,200
avg_utility_extremist_algorithmic,7.444585,1.131957,7.220469,7.668701,7.490904,4.725806,9.731707,98
burst_rate,1.000000,,,,,,,
burst_size_median,65.000000,,,,,,,
escalation_mean_slope,5.545890,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.054552,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.862908,,,,,,,
enclave_settling_step,28.273196,,,,,,,
burst_rate,1.000000,,,,,,,
burst_size_median,65.000000,,,,,,,
escalation_mean_slope,5.545890,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.054552,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.862908,,,,,,,
enclave_settling_step,28.273196,,,,,,,
burst_rate,1.000000,,,,,,,
burst_size_median,65.000000,,,,,,,
escalation_mean_slope,5.545890,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.054552,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.862908,,,,,,,
enclave_settling_step,28.273196,,,,,,,
