Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.579883,0.148486,6.559304,6.600462,6.585239,6.174444,6.960000,200
avg_utility_extremist,8.771419,0.575902,8.691603,8.851235,8.782063,6.618348,10.037776,200
avg_utility_mainstream,6.193142,0.141404,6.173544,6.212739,6.198593,5.824811,6.579041,200
avg_utility_gov_algorithmic,6.243724,0.191185,6.217227,6.270221,6.248485,5.659011,6.709142,200
avg_utility_gov_coalition,6.166528,0.288954,6.126481,6.206575,6.158834,5.443096,7.028042,200
avg_utility_gov_direct,8.782610,0.344112,8.734919,8.830302,8.778477,7.929096,9.906651,200
avg_utility_extremist_algorithmic,6.790388,1.108828,6.613528,6.967249,6.873352,3.054795,9.342105,151
avg_utility_extremist_coalition,7.047117,1.109912,6.795920,7.298314,7.179775,4.363636,10.857143,75
avg_utility_extremist_direct,10.662641,0.268737,10.625396,10.699886,10.709932,10.054795,11.161690,200
avg_utility_mainstream_algorithmic,6.198486,0.158388,6.176535,6.220438,6.206097,5.644328,6.699853,200
avg_utility_mainstream_coalition,6.056146,0.264204,6.019529,6.092763,6.086384,5.201453,6.726034,200
avg_utility_mainstream_direct,6.512911,0.414915,6.455406,6.570415,6.518880,5.487167,7.512422,200
norm_utility_extremist,0.730952,0.047992,0.724300,0.737603,0.731839,0.551529,0.836481,200
norm_utility_mainstream,0.619314,0.014140,0.617354,0.621274,0.619859,0.582481,0.657904,200
total_relocations,57890.105000,1589.637430,57669.792492,58110.417508,57940.500000,54420.000000,61156.000000,200
avg_relocations_per_community,64.322339,1.766264,64.077547,64.567131,64.378333,60.466667,67.951111,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,612.100000,41.010845,606.416187,617.783813,621.500000,476.000000,691.000000,200
final_proportion_algorithmic,0.680111,0.045568,0.673796,0.686426,0.690556,0.528889,0.767778,200
final_count_coalition,162.705000,39.354822,157.250700,168.159300,153.000000,80.000000,280.000000,200
final_proportion_coalition,0.180783,0.043728,0.174723,0.186844,0.170000,0.088889,0.311111,200
final_count_direct,125.195000,16.363858,122.927085,127.462915,124.000000,88.000000,188.000000,200
final_proportion_direct,0.139106,0.018182,0.136586,0.141625,0.137778,0.097778,0.208889,200
final_count_extremist_algorithmic,47.010000,29.022429,42.987697,51.032303,63.000000,0.000000,81.000000,200
final_count_extremist_coalition,20.570000,29.481365,16.484091,24.655909,0.000000,0.000000,86.000000,200
final_count_extremist_direct,67.420000,5.649174,66.637064,68.202936,68.000000,49.000000,81.000000,200
final_count_mainstream_algorithmic,565.090000,25.395800,561.570322,568.609678,566.000000,476.000000,623.000000,200
final_count_mainstream_coalition,142.135000,22.217219,139.055851,145.214149,142.000000,80.000000,210.000000,200
final_count_mainstream_direct,57.775000,15.109130,55.680981,59.869019,56.000000,25.000000,109.000000,200
burst_rate,0.836111,,,,,,,
burst_size_median,61.000000,,,,,,,
escalation_mean_slope,1.321798,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030768,,,,,,,
displacement_frac_negative,0.020000,,,,,,,
enclave_mean_homogeneity,0.971051,,,,,,,
enclave_settling_step,8.073333,,,,,,,
burst_rate,0.836111,,,,,,,
burst_size_median,61.000000,,,,,,,
escalation_mean_slope,1.321798,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030768,,,,,,,
displacement_frac_negative,0.020000,,,,,,,
enclave_mean_homogeneity,0.971051,,,,,,,
enclave_settling_step,8.073333,,,,,,,
burst_rate,0.836111,,,,,,,
burst_size_median,61.000000,,,,,,,
escalation_mean_slope,1.321798,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030768,,,,,,,
displacement_frac_negative,0.020000,,,,,,,
enclave_mean_homogeneity,0.971051,,,,,,,
enclave_settling_step,8.073333,,,,,,,
