Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.757396,0.105815,6.742731,6.772061,6.762407,6.501111,7.052222,200
avg_utility_extremist,8.646049,0.454227,8.583096,8.709002,8.677648,6.863438,9.788261,200
avg_utility_mainstream,6.424105,0.106932,6.409284,6.438925,6.434274,6.023415,6.684692,200
avg_utility_gov_algorithmic,6.454942,0.130348,6.436877,6.473008,6.465812,5.985847,6.820312,200
avg_utility_gov_coalition,6.391006,0.210891,6.361778,6.420233,6.370508,5.865801,6.963588,200
avg_utility_gov_direct,9.358094,0.281891,9.319025,9.397162,9.363518,8.488550,10.039993,200
avg_utility_extremist_algorithmic,6.902609,0.889162,6.771984,7.033235,7.070720,4.100000,9.173913,178
avg_utility_extremist_direct,10.355649,0.157024,10.333887,10.377411,10.359463,10.000000,10.879926,200
avg_utility_mainstream_algorithmic,6.413374,0.114293,6.397534,6.429214,6.421640,5.985847,6.667349,200
avg_utility_mainstream_coalition,6.346341,0.170329,6.322734,6.369947,6.358186,5.865801,6.775076,200
avg_utility_mainstream_direct,7.012072,0.422661,6.953495,7.070650,7.028426,5.969697,8.023273,200
norm_utility_extremist,0.720504,0.037852,0.715258,0.725750,0.723137,0.571953,0.815688,200
norm_utility_mainstream,0.642410,0.010693,0.640928,0.643892,0.643427,0.602342,0.668469,200
total_relocations,68849.920000,761.749859,68744.346856,68955.493144,68795.500000,67172.000000,71243.000000,200
avg_relocations_per_community,76.499911,0.846389,76.382608,76.617215,76.439444,74.635556,79.158889,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,645.075000,29.473766,640.990144,649.159856,651.000000,554.000000,706.000000,200
final_proportion_algorithmic,0.716750,0.032749,0.712211,0.721289,0.723333,0.615556,0.784444,200
final_count_coalition,157.810000,29.214402,153.761090,161.858910,152.000000,107.000000,272.000000,200
final_proportion_coalition,0.175344,0.032460,0.170846,0.179843,0.168889,0.118889,0.302222,200
final_count_direct,97.115000,11.695972,95.494021,98.735979,96.000000,70.000000,131.000000,200
final_proportion_direct,0.107906,0.012996,0.106104,0.109707,0.106667,0.077778,0.145556,200
final_count_extremist_algorithmic,53.625000,23.734807,50.335524,56.914476,64.000000,0.000000,82.000000,200
final_count_extremist_coalition,13.955000,24.020991,10.625860,17.284140,0.000000,0.000000,79.000000,200
final_count_extremist_direct,67.420000,5.649174,66.637064,68.202936,68.000000,49.000000,81.000000,200
final_count_mainstream_algorithmic,591.450000,19.554524,588.739881,594.160119,593.000000,524.000000,638.000000,200
final_count_mainstream_coalition,143.855000,17.722710,141.398758,146.311242,142.500000,96.000000,213.000000,200
final_count_mainstream_direct,29.695000,9.905177,28.322212,31.067788,28.000000,12.000000,63.000000,200
avg_utility_extremist_coalition,6.913097,0.903910,6.693349,7.132844,7.075595,4.100000,8.275000,65
burst_rate,0.677778,,,,,,,
burst_size_median,33.000000,,,,,,,
escalation_mean_slope,0.239778,,,,,,,
escalation_p_value,0.069339,,,,,,,
displacement_util_delta_mean,0.028611,,,,,,,
displacement_frac_negative,0.005000,,,,,,,
enclave_mean_homogeneity,0.989567,,,,,,,
enclave_settling_step,3.793889,,,,,,,
burst_rate,0.677778,,,,,,,
burst_size_median,33.000000,,,,,,,
escalation_mean_slope,0.239778,,,,,,,
escalation_p_value,0.069339,,,,,,,
displacement_util_delta_mean,0.028611,,,,,,,
displacement_frac_negative,0.005000,,,,,,,
enclave_mean_homogeneity,0.989567,,,,,,,
enclave_settling_step,3.793889,,,,,,,
burst_rate,0.677778,,,,,,,
burst_size_median,33.000000,,,,,,,
escalation_mean_slope,0.239778,,,,,,,
escalation_p_value,0.069339,,,,,,,
displacement_util_delta_mean,0.028611,,,,,,,
displacement_frac_negative,0.005000,,,,,,,
enclave_mean_homogeneity,0.989567,,,,,,,
enclave_settling_step,3.793889,,,,,,,
