Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.338138,0.124442,6.320891,6.355385,6.331179,5.965076,6.675623,200
avg_utility_extremist,14.318516,1.441700,14.118707,14.518326,14.537353,9.483306,16.804611,200
avg_utility_mainstream,5.918118,0.136487,5.899202,5.937034,5.922057,5.514893,6.311475,200
avg_utility_gov_algorithmic,6.127804,0.167529,6.104586,6.151023,6.135351,5.707839,6.612657,200
avg_utility_gov_coalition,6.341766,0.330241,6.295997,6.387535,6.352917,5.300065,7.630928,200
avg_utility_gov_direct,8.123858,0.702874,8.026444,8.221271,8.098300,6.414371,10.329745,200
avg_utility_extremist_algorithmic,12.836515,2.464619,12.494079,13.178950,13.424242,5.500000,17.615942,199
avg_utility_extremist_coalition,13.456352,1.871270,13.194374,13.718330,13.898100,6.000000,17.047619,196
avg_utility_extremist_direct,17.798636,0.798150,17.688018,17.909254,17.983996,15.165119,19.250000,200
avg_utility_mainstream_algorithmic,5.993685,0.165256,5.970782,6.016588,6.001752,5.622399,6.566970,200
avg_utility_mainstream_coalition,5.670380,0.274410,5.632349,5.708412,5.664649,5.053531,6.379400,200
avg_utility_mainstream_direct,5.737071,0.401219,5.681465,5.792677,5.680376,4.534988,7.159900,200
norm_utility_extremist,0.715926,0.072085,0.705935,0.725916,0.726868,0.474165,0.840231,200
norm_utility_mainstream,0.591812,0.013649,0.589920,0.593703,0.592206,0.551489,0.631148,200
total_relocations,64323.835000,1085.627062,64173.374766,64474.295234,64538.500000,60434.000000,66634.000000,200
avg_relocations_per_community,71.470928,1.206252,71.303750,71.638106,71.709444,67.148889,74.037778,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,654.675000,28.393668,650.739838,658.610162,655.000000,564.000000,725.000000,200
final_proportion_algorithmic,0.727417,0.031549,0.723044,0.731789,0.727778,0.626667,0.805556,200
final_count_coalition,163.470000,22.986321,160.284258,166.655742,164.000000,102.000000,226.000000,200
final_proportion_coalition,0.181633,0.025540,0.178094,0.185173,0.182222,0.113333,0.251111,200
final_count_direct,81.855000,15.213852,79.746468,83.963532,80.500000,47.000000,125.000000,200
final_proportion_direct,0.090950,0.016904,0.088607,0.093293,0.089444,0.052222,0.138889,200
final_count_extremist_algorithmic,14.720000,7.395612,13.695020,15.744980,14.000000,0.000000,33.000000,200
final_count_extremist_coalition,14.660000,7.103287,13.675535,15.644465,15.000000,0.000000,32.000000,200
final_count_extremist_direct,15.620000,3.969178,15.069900,16.170100,15.000000,5.000000,27.000000,200
final_count_mainstream_algorithmic,639.955000,27.782591,636.104529,643.805471,639.000000,551.000000,707.000000,200
final_count_mainstream_coalition,148.810000,22.476429,145.694926,151.925074,148.500000,91.000000,208.000000,200
final_count_mainstream_direct,66.235000,16.136969,63.998530,68.471470,64.000000,35.000000,111.000000,200
burst_rate,0.286111,,,,,,,
burst_size_median,16.000000,,,,,,,
escalation_mean_slope,1.780088,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.006741,,,,,,,
displacement_frac_negative,0.418033,,,,,,,
enclave_mean_homogeneity,0.925140,,,,,,,
enclave_settling_step,27.889175,,,,,,,
burst_rate,0.286111,,,,,,,
burst_size_median,16.000000,,,,,,,
escalation_mean_slope,1.780088,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.006741,,,,,,,
displacement_frac_negative,0.418033,,,,,,,
enclave_mean_homogeneity,0.925140,,,,,,,
enclave_settling_step,27.889175,,,,,,,
