Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.351416,0.155989,6.329797,6.373035,6.360365,5.852222,6.753333,200
avg_utility_extremist,9.444138,0.637730,9.355753,9.532522,9.374308,8.005005,11.181069,200
avg_utility_mainstream,6.007780,0.156657,5.986068,6.029492,6.018929,5.510027,6.394379,200
avg_utility_gov_algorithmic,6.210136,0.201695,6.182182,6.238089,6.212438,5.635439,6.692256,200
avg_utility_gov_coalition,5.824676,0.325224,5.779602,5.869750,5.811700,4.980008,6.830315,200
avg_utility_gov_direct,7.148570,0.325772,7.103420,7.193719,7.150391,6.273000,8.180451,200
avg_utility_extremist_algorithmic,7.270943,1.088518,7.087997,7.453889,7.282157,4.837838,10.250000,136
avg_utility_extremist_direct,11.572099,0.084444,11.560396,11.583803,11.589018,11.103448,11.711790,200
avg_utility_mainstream_algorithmic,6.143844,0.170444,6.120222,6.167466,6.159213,5.656944,6.578960,200
avg_utility_mainstream_coalition,5.697390,0.298848,5.655972,5.738808,5.711900,4.923445,6.495772,200
avg_utility_mainstream_direct,5.948604,0.305931,5.906204,5.991004,5.966959,5.013000,6.747673,200
norm_utility_extremist,0.787011,0.053144,0.779646,0.794377,0.781192,0.667084,0.931756,200
norm_utility_mainstream,0.600778,0.015666,0.598607,0.602949,0.601893,0.551003,0.639438,200
total_relocations,31913.280000,973.503207,31778.359339,32048.200661,31885.500000,29335.000000,34779.000000,200
avg_relocations_per_community,35.459200,1.081670,35.309288,35.609112,35.428333,32.594444,38.643333,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,505.285000,45.250434,499.013610,511.556390,504.500000,375.000000,612.000000,200
final_proportion_algorithmic,0.561428,0.050278,0.554460,0.568396,0.560556,0.416667,0.680000,200
final_count_coalition,179.770000,39.809434,174.252694,185.287306,180.000000,69.000000,286.000000,200
final_proportion_coalition,0.199744,0.044233,0.193614,0.205875,0.200000,0.076667,0.317778,200
final_count_direct,214.945000,30.495769,210.718502,219.171498,216.500000,114.000000,292.000000,200
final_proportion_direct,0.238828,0.033884,0.234132,0.243524,0.240556,0.126667,0.324444,200
final_count_extremist_algorithmic,30.560000,21.353601,27.600542,33.519458,42.000000,0.000000,62.000000,200
final_count_extremist_coalition,14.505000,21.370387,11.543215,17.466785,0.000000,0.000000,57.000000,200
final_count_extremist_direct,44.935000,4.655010,44.289848,45.580152,45.000000,28.000000,56.000000,200
final_count_mainstream_algorithmic,474.725000,37.938450,469.466999,479.983001,474.000000,375.000000,573.000000,200
final_count_mainstream_coalition,165.265000,30.347978,161.058985,169.471015,165.000000,69.000000,237.000000,200
final_count_mainstream_direct,170.010000,30.476614,165.786157,174.233843,170.000000,68.000000,251.000000,200
avg_utility_extremist_coalition,7.455641,1.354183,7.123866,7.787416,7.156617,5.452830,10.673820,64
burst_rate,0.985000,,,,,,,
burst_size_median,44.000000,,,,,,,
escalation_mean_slope,2.146654,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.035046,,,,,,,
displacement_frac_negative,0.195000,,,,,,,
enclave_mean_homogeneity,0.895055,,,,,,,
enclave_settling_step,21.471795,,,,,,,
burst_rate,0.985000,,,,,,,
burst_size_median,44.000000,,,,,,,
escalation_mean_slope,2.146654,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.035046,,,,,,,
displacement_frac_negative,0.195000,,,,,,,
enclave_mean_homogeneity,0.895055,,,,,,,
enclave_settling_step,21.471795,,,,,,,
burst_rate,0.985000,,,,,,,
burst_size_median,44.000000,,,,,,,
escalation_mean_slope,2.146654,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.035046,,,,,,,
displacement_frac_negative,0.195000,,,,,,,
enclave_mean_homogeneity,0.895055,,,,,,,
enclave_settling_step,21.471795,,,,,,,
