Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.363240,0.123111,6.346177,6.380302,6.364343,6.027469,6.646584,200
avg_utility_extremist,10.936801,0.920197,10.809268,11.064334,10.982902,8.315580,13.633762,200
avg_utility_mainstream,6.122526,0.127572,6.104845,6.140207,6.127553,5.757963,6.391130,200
avg_utility_gov_algorithmic,6.203103,0.145545,6.182931,6.223274,6.204190,5.768705,6.563651,200
avg_utility_gov_coalition,6.111149,0.307324,6.068556,6.153742,6.084213,5.472669,7.283007,200
avg_utility_gov_direct,8.169961,0.479711,8.103476,8.236445,8.163332,6.927950,9.499173,200
avg_utility_extremist_coalition,9.352410,1.847520,8.964183,9.740637,9.375375,5.500000,13.631579,87
avg_utility_extremist_direct,13.515966,0.457011,13.452628,13.579305,13.588475,11.712438,14.476077,200
avg_utility_mainstream_algorithmic,6.150953,0.143043,6.131128,6.170778,6.157168,5.692555,6.555438,200
avg_utility_mainstream_coalition,5.991083,0.246206,5.956961,6.025205,5.994904,5.382839,6.745191,200
avg_utility_mainstream_direct,6.202285,0.385972,6.148792,6.255778,6.158029,5.221919,7.185632,200
norm_utility_extremist,0.729120,0.061346,0.720618,0.737622,0.732193,0.554372,0.908917,200
norm_utility_mainstream,0.612253,0.012757,0.610485,0.614021,0.612755,0.575796,0.639113,200
total_relocations,61994.165000,1224.612702,61824.442339,62163.887661,62389.000000,58376.000000,63815.000000,200
avg_relocations_per_community,68.882406,1.360681,68.693825,69.070986,69.321111,64.862222,70.905556,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,650.660000,27.309586,646.875085,654.444915,649.000000,572.000000,739.000000,200
final_proportion_algorithmic,0.722956,0.030344,0.718750,0.727161,0.721111,0.635556,0.821111,200
final_count_coalition,164.770000,23.255995,161.546884,167.993116,167.500000,92.000000,235.000000,200
final_proportion_coalition,0.183078,0.025840,0.179497,0.186659,0.186111,0.102222,0.261111,200
final_count_direct,84.570000,15.267962,82.453968,86.686032,83.500000,52.000000,125.000000,200
final_proportion_direct,0.093967,0.016964,0.091616,0.096318,0.092778,0.057778,0.138889,200
final_count_extremist_algorithmic,16.905000,8.719871,15.696487,18.113513,20.000000,0.000000,30.000000,200
final_count_extremist_coalition,5.960000,8.244285,4.817400,7.102600,0.000000,0.000000,27.000000,200
final_count_extremist_direct,22.135000,3.263438,21.682711,22.587289,22.000000,14.000000,29.000000,200
final_count_mainstream_algorithmic,633.755000,27.287875,629.973093,637.536907,632.000000,551.000000,718.000000,200
final_count_mainstream_coalition,158.810000,23.289394,155.582255,162.037745,161.000000,92.000000,235.000000,200
final_count_mainstream_direct,62.435000,15.019444,60.353411,64.516589,61.000000,30.000000,103.000000,200
avg_utility_extremist_algorithmic,8.252079,1.474190,8.031763,8.472395,8.142857,4.454545,12.285714,172
burst_rate,0.620000,,,,,,,
burst_size_median,20.000000,,,,,,,
escalation_mean_slope,0.516887,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.012199,,,,,,,
displacement_frac_negative,0.325000,,,,,,,
enclave_mean_homogeneity,0.967450,,,,,,,
enclave_settling_step,10.871667,,,,,,,
burst_rate,0.620000,,,,,,,
burst_size_median,20.000000,,,,,,,
escalation_mean_slope,0.516887,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.012199,,,,,,,
displacement_frac_negative,0.325000,,,,,,,
enclave_mean_homogeneity,0.967450,,,,,,,
enclave_settling_step,10.871667,,,,,,,
burst_rate,0.620000,,,,,,,
burst_size_median,20.000000,,,,,,,
escalation_mean_slope,0.516887,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.012199,,,,,,,
displacement_frac_negative,0.325000,,,,,,,
enclave_mean_homogeneity,0.967450,,,,,,,
enclave_settling_step,10.871667,,,,,,,
