Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.410082,0.147510,6.389638,6.430526,6.428889,5.980000,6.736240,200
avg_utility_extremist,9.148160,0.615432,9.062866,9.233455,9.133434,7.479628,10.992594,200
avg_utility_mainstream,5.926892,0.142962,5.907078,5.946705,5.943664,5.380909,6.235384,200
avg_utility_gov_algorithmic,6.205726,0.187392,6.179755,6.231697,6.213129,5.615259,6.652695,200
avg_utility_gov_coalition,5.773192,0.374950,5.721226,5.825157,5.766593,4.831874,7.315858,200
avg_utility_gov_direct,7.637809,0.442680,7.576457,7.699162,7.601922,6.571823,8.898588,200
avg_utility_extremist_coalition,6.851610,1.214551,6.587108,7.116113,6.896552,4.282353,10.390000,81
avg_utility_extremist_direct,11.291764,0.136997,11.272777,11.310751,11.298077,10.734694,11.576000,200
avg_utility_mainstream_algorithmic,6.132200,0.148366,6.111638,6.152763,6.134549,5.680077,6.557424,200
avg_utility_mainstream_coalition,5.590706,0.325837,5.545547,5.635865,5.545258,4.822386,6.388205,200
avg_utility_mainstream_direct,5.559118,0.308287,5.516392,5.601845,5.553345,4.291667,6.431373,200
norm_utility_extremist,0.762347,0.051286,0.755239,0.769455,0.761120,0.623302,0.916050,200
norm_utility_mainstream,0.592689,0.014296,0.590708,0.594671,0.594366,0.538091,0.623538,200
total_relocations,34921.360000,775.343335,34813.902896,35028.817104,34915.000000,32940.000000,37113.000000,200
avg_relocations_per_community,38.801511,0.861493,38.682114,38.920908,38.794444,36.600000,41.236667,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,528.035000,53.512069,520.618606,535.451394,532.000000,385.000000,647.000000,200
final_proportion_algorithmic,0.586706,0.059458,0.578465,0.594946,0.591111,0.427778,0.718889,200
final_count_coalition,181.435000,44.449348,175.274635,187.595365,170.500000,83.000000,292.000000,200
final_proportion_coalition,0.201594,0.049388,0.194750,0.208439,0.189444,0.092222,0.324444,200
final_count_direct,190.530000,32.026357,186.091373,194.968627,191.000000,120.000000,273.000000,200
final_proportion_direct,0.211700,0.035585,0.206768,0.216632,0.212222,0.133333,0.303333,200
final_count_extremist_algorithmic,40.140000,33.496124,35.497674,44.782326,62.000000,0.000000,86.000000,200
final_count_extremist_coalition,27.440000,33.524257,22.793775,32.086225,0.000000,0.000000,79.000000,200
final_count_extremist_direct,67.420000,5.649174,66.637064,68.202936,68.000000,49.000000,81.000000,200
final_count_mainstream_algorithmic,487.895000,42.164835,482.051252,493.738748,491.500000,385.000000,637.000000,200
final_count_mainstream_coalition,153.995000,29.614694,149.890613,158.099387,156.500000,67.000000,220.000000,200
final_count_mainstream_direct,123.110000,31.230669,118.781650,127.438350,123.500000,55.000000,208.000000,200
avg_utility_extremist_algorithmic,7.137130,1.116538,6.936518,7.337741,7.147059,4.773109,10.752475,119
burst_rate,1.000000,,,,,,,
burst_size_median,66.000000,,,,,,,
escalation_mean_slope,2.515640,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030602,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.884788,,,,,,,
enclave_settling_step,23.047619,,,,,,,
burst_rate,1.000000,,,,,,,
burst_size_median,66.000000,,,,,,,
escalation_mean_slope,2.515640,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030602,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.884788,,,,,,,
enclave_settling_step,23.047619,,,,,,,
burst_rate,1.000000,,,,,,,
burst_size_median,66.000000,,,,,,,
escalation_mean_slope,2.515640,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030602,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.884788,,,,,,,
enclave_settling_step,23.047619,,,,,,,
