Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.625399,0.110094,6.610141,6.640657,6.621010,6.324839,6.902917,200
avg_utility_extremist,11.095334,0.768931,10.988765,11.201902,11.117173,9.073789,13.134181,200
avg_utility_mainstream,6.128739,0.122923,6.111703,6.145776,6.131330,5.845611,6.456936,200
avg_utility_gov_algorithmic,6.305868,0.141936,6.286197,6.325540,6.309440,5.981989,6.636777,200
avg_utility_gov_coalition,6.428306,0.293436,6.387638,6.468974,6.402286,5.643065,7.388202,200
avg_utility_gov_direct,10.065964,0.667601,9.973439,10.158488,10.020961,8.446208,12.116741,200
avg_utility_extremist_algorithmic,8.476812,1.856310,8.205624,8.748000,8.200080,5.512472,18.000000,180
avg_utility_extremist_coalition,11.741000,3.076701,11.283842,12.198159,11.924861,4.511834,17.545455,174
avg_utility_extremist_direct,13.754012,0.799483,13.643209,13.864815,13.793399,11.411660,15.685905,200
avg_utility_mainstream_algorithmic,6.217982,0.135623,6.199186,6.236779,6.218323,5.915729,6.570694,200
avg_utility_mainstream_coalition,6.126999,0.202757,6.098898,6.155099,6.155103,5.643065,6.541400,200
avg_utility_mainstream_direct,4.082507,0.756187,3.977705,4.187310,3.969561,1.936147,6.964912,200
norm_utility_extremist,0.554767,0.038447,0.549438,0.560095,0.555859,0.453689,0.656709,200
norm_utility_mainstream,0.612874,0.012292,0.611170,0.614578,0.613133,0.584561,0.645694,200
total_relocations,70564.700000,462.722694,70500.569906,70628.830094,70514.000000,69238.000000,71894.000000,200
avg_relocations_per_community,78.405222,0.514136,78.333967,78.476478,78.348889,76.931111,79.882222,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,660.795000,25.441686,657.268962,664.321038,661.500000,599.000000,717.000000,200
final_proportion_algorithmic,0.734217,0.028269,0.730299,0.738134,0.735000,0.665556,0.796667,200
final_count_coalition,167.780000,23.794801,164.482209,171.077791,167.000000,107.000000,225.000000,200
final_proportion_coalition,0.186422,0.026439,0.182758,0.190086,0.185556,0.118889,0.250000,200
final_count_direct,71.425000,8.993262,70.178597,72.671403,71.000000,46.000000,93.000000,200
final_proportion_direct,0.079361,0.009993,0.077976,0.080746,0.078889,0.051111,0.103333,200
final_count_extremist_algorithmic,31.415000,16.251255,29.162691,33.667309,37.000000,0.000000,61.000000,200
final_count_extremist_coalition,14.775000,15.769201,12.589500,16.960500,8.000000,0.000000,53.000000,200
final_count_extremist_direct,43.810000,4.874701,43.134401,44.485599,44.000000,26.000000,55.000000,200
final_count_mainstream_algorithmic,629.380000,19.069974,626.737036,632.022964,630.500000,580.000000,679.000000,200
final_count_mainstream_coalition,153.005000,16.772644,150.680430,155.329570,152.000000,106.000000,193.000000,200
final_count_mainstream_direct,27.615000,7.635988,26.556706,28.673294,27.000000,7.000000,49.000000,200
burst_rate,0.620185,,,,,,,
burst_size_median,22.000000,,,,,,,
escalation_mean_slope,0.893111,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030611,,,,,,,
displacement_frac_negative,0.020000,,,,,,,
enclave_mean_homogeneity,0.952398,,,,,,,
enclave_settling_step,27.100883,,,,,,,
burst_rate,0.620185,,,,,,,
burst_size_median,22.000000,,,,,,,
escalation_mean_slope,0.893111,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030611,,,,,,,
displacement_frac_negative,0.020000,,,,,,,
enclave_mean_homogeneity,0.952398,,,,,,,
enclave_settling_step,27.100883,,,,,,,
burst_rate,0.620185,,,,,,,
burst_size_median,22.000000,,,,,,,
escalation_mean_slope,0.893111,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.030611,,,,,,,
displacement_frac_negative,0.020000,,,,,,,
enclave_mean_homogeneity,0.952398,,,,,,,
enclave_settling_step,27.100883,,,,,,,
