Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.262997,0.124599,6.245729,6.280266,6.264251,5.923688,6.537778,200
avg_utility_extremist,9.749536,0.719491,9.649820,9.849253,9.835170,7.833844,11.798057,200
avg_utility_mainstream,6.079495,0.122981,6.062451,6.096540,6.078094,5.722091,6.379103,200
avg_utility_gov_algorithmic,6.221959,0.155177,6.200453,6.243466,6.225237,5.676033,6.608796,200
avg_utility_gov_coalition,5.853101,0.300464,5.811459,5.894743,5.856247,5.201871,6.654081,200
avg_utility_gov_direct,6.741358,0.243773,6.707572,6.775143,6.725405,5.980756,7.433283,200
avg_utility_extremist_coalition,7.948257,1.413140,7.604711,8.291802,7.775281,5.102041,11.815789,65
avg_utility_extremist_direct,11.770110,0.149150,11.749439,11.790781,11.791967,10.740541,11.881356,200
avg_utility_mainstream_algorithmic,6.175594,0.144360,6.155587,6.195602,6.190667,5.676033,6.608796,200
avg_utility_mainstream_coalition,5.767275,0.278910,5.728620,5.805930,5.749944,5.193060,6.583451,200
avg_utility_mainstream_direct,6.133497,0.221501,6.102799,6.164196,6.128389,5.411459,6.842856,200
norm_utility_extremist,0.812461,0.059958,0.804152,0.820771,0.819598,0.652820,0.983171,200
norm_utility_mainstream,0.607950,0.012298,0.606245,0.609654,0.607809,0.572209,0.637910,200
total_relocations,32337.835000,686.706288,32242.662364,32433.007636,32334.500000,30083.000000,34321.000000,200
avg_relocations_per_community,35.930928,0.763007,35.825180,36.036675,35.927222,33.425556,38.134444,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,514.775000,39.447750,509.307821,520.242179,516.500000,421.000000,633.000000,200
final_proportion_algorithmic,0.571972,0.043831,0.565898,0.578047,0.573889,0.467778,0.703333,200
final_count_coalition,177.825000,31.246859,173.494406,182.155594,177.000000,95.000000,255.000000,200
final_proportion_coalition,0.197583,0.034719,0.192772,0.202395,0.196667,0.105556,0.283333,200
final_count_direct,207.400000,25.750250,203.831197,210.968803,207.000000,135.000000,288.000000,200
final_proportion_direct,0.230444,0.028611,0.226479,0.234410,0.230000,0.150000,0.320000,200
final_count_extremist_algorithmic,15.415000,11.027730,13.886635,16.943365,21.000000,0.000000,30.000000,200
final_count_extremist_coalition,7.450000,10.948830,5.932570,8.967430,0.000000,0.000000,31.000000,200
final_count_extremist_direct,22.135000,3.263438,21.682711,22.587289,22.000000,14.000000,29.000000,200
final_count_mainstream_algorithmic,499.360000,37.757763,494.127041,504.592959,500.500000,401.000000,605.000000,200
final_count_mainstream_coalition,170.375000,28.604114,166.410672,174.339328,169.000000,95.000000,237.000000,200
final_count_mainstream_direct,185.265000,25.367347,181.749265,188.780735,185.000000,118.000000,262.000000,200
avg_utility_extremist_algorithmic,7.762242,1.175651,7.563922,7.960563,7.923077,4.550562,10.562500,135
burst_rate,0.786667,,,,,,,
burst_size_median,23.000000,,,,,,,
escalation_mean_slope,0.441104,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.025637,,,,,,,
displacement_frac_negative,0.255000,,,,,,,
enclave_mean_homogeneity,0.943425,,,,,,,
enclave_settling_step,17.955000,,,,,,,
burst_rate,0.786667,,,,,,,
burst_size_median,23.000000,,,,,,,
escalation_mean_slope,0.441104,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.025637,,,,,,,
displacement_frac_negative,0.255000,,,,,,,
enclave_mean_homogeneity,0.943425,,,,,,,
enclave_settling_step,17.955000,,,,,,,
burst_rate,0.786667,,,,,,,
burst_size_median,23.000000,,,,,,,
escalation_mean_slope,0.441104,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.025637,,,,,,,
displacement_frac_negative,0.255000,,,,,,,
enclave_mean_homogeneity,0.943425,,,,,,,
enclave_settling_step,17.955000,,,,,,,
burst_rate,0.786667,,,,,,,
burst_size_median,23.000000,,,,,,,
escalation_mean_slope,0.441104,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.025637,,,,,,,
displacement_frac_negative,0.255000,,,,,,,
enclave_mean_homogeneity,0.943425,,,,,,,
enclave_settling_step,17.955000,,,,,,,
