Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.210435,0.161449,6.188059,6.232810,6.209928,5.775775,6.623871,200
avg_utility_extremist,11.905376,0.965879,11.771512,12.039240,11.960870,8.933525,14.015437,200
avg_utility_mainstream,5.910701,0.159628,5.888578,5.932824,5.905906,5.447340,6.370190,200
avg_utility_gov_algorithmic,6.175464,0.189831,6.149155,6.201773,6.183121,5.541523,6.669647,200
avg_utility_gov_coalition,5.832887,0.397966,5.777732,5.888043,5.860116,4.711901,6.775893,200
avg_utility_gov_direct,6.785759,0.401674,6.730090,6.841428,6.805347,5.887417,8.005623,200
avg_utility_extremist_algorithmic,9.277871,1.458956,8.998807,9.556935,9.333333,5.346154,13.611111,105
avg_utility_extremist_direct,14.329678,0.268059,14.292526,14.366829,14.376440,13.193548,14.710744,200
avg_utility_mainstream_algorithmic,6.113179,0.172808,6.089229,6.137129,6.107218,5.541523,6.584031,200
avg_utility_mainstream_coalition,5.515080,0.308267,5.472357,5.557804,5.537474,4.711901,6.177354,200
avg_utility_mainstream_direct,5.642934,0.371518,5.591444,5.694424,5.640762,4.737926,6.487663,200
norm_utility_extremist,0.793692,0.064392,0.784767,0.802616,0.797391,0.595568,0.934362,200
norm_utility_mainstream,0.591070,0.015963,0.588858,0.593282,0.590591,0.544734,0.637019,200
total_relocations,37194.900000,1311.253380,37013.169553,37376.630447,37524.000000,32415.000000,39683.000000,200
avg_relocations_per_community,41.327667,1.456948,41.125744,41.529589,41.693333,36.016667,44.092222,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,539.535000,45.119704,533.281728,545.788272,536.500000,430.000000,650.000000,200
final_proportion_algorithmic,0.599483,0.050133,0.592535,0.606431,0.596111,0.477778,0.722222,200
final_count_coalition,182.260000,32.273679,177.787096,186.732904,183.000000,100.000000,271.000000,200
final_proportion_coalition,0.202511,0.035860,0.197541,0.207481,0.203333,0.111111,0.301111,200
final_count_direct,178.205000,39.154160,172.778510,183.631490,177.500000,94.000000,285.000000,200
final_proportion_direct,0.198006,0.043505,0.191976,0.204035,0.197222,0.104444,0.316667,200
final_count_extremist_algorithmic,11.070000,11.230571,9.513522,12.626478,10.500000,0.000000,30.000000,200
final_count_extremist_coalition,11.795000,11.369225,10.219306,13.370694,9.500000,0.000000,31.000000,200
final_count_extremist_direct,22.135000,3.263438,21.682711,22.587289,22.000000,14.000000,29.000000,200
final_count_mainstream_algorithmic,528.465000,47.117076,521.934906,534.995094,529.500000,415.000000,650.000000,200
final_count_mainstream_coalition,170.465000,35.623644,165.527815,175.402185,172.000000,80.000000,259.000000,200
final_count_mainstream_direct,156.070000,39.902584,150.539784,161.600216,155.000000,71.000000,264.000000,200
avg_utility_extremist_coalition,10.111612,1.781665,9.783106,10.440117,10.108911,5.925926,13.439024,113
burst_rate,0.651667,,,,,,,
burst_size_median,21.000000,,,,,,,
escalation_mean_slope,3.303659,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.080515,,,,,,,
displacement_frac_negative,0.278107,,,,,,,
enclave_mean_homogeneity,0.918540,,,,,,,
enclave_settling_step,25.870787,,,,,,,
burst_rate,0.651667,,,,,,,
burst_size_median,21.000000,,,,,,,
escalation_mean_slope,3.303659,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.080515,,,,,,,
displacement_frac_negative,0.278107,,,,,,,
enclave_mean_homogeneity,0.918540,,,,,,,
enclave_settling_step,25.870787,,,,,,,
