Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.195289,0.217382,6.165162,6.225417,6.193012,5.464889,6.654489,200
avg_utility_extremist,14.317011,1.475827,14.112472,14.521551,14.538330,10.778161,17.542800,200
avg_utility_mainstream,5.292876,0.222808,5.261996,5.323755,5.295024,4.738604,5.937840,200
avg_utility_gov_algorithmic,5.753382,0.359254,5.703592,5.803173,5.766121,4.757270,6.711508,200
avg_utility_gov_coalition,5.937287,0.781067,5.829036,6.045537,5.805951,4.215152,8.931904,200
avg_utility_gov_direct,8.158970,0.854826,8.040497,8.277442,8.062281,5.954848,10.763630,200
avg_utility_extremist_algorithmic,11.609010,2.530430,11.195707,12.022314,11.868006,6.131148,16.139535,144
avg_utility_extremist_coalition,13.117202,3.017578,12.648155,13.586248,13.317073,5.666667,18.222222,159
avg_utility_extremist_direct,17.158621,0.626722,17.071761,17.245480,17.229532,15.185185,18.531073,200
avg_utility_mainstream_algorithmic,5.577821,0.277712,5.539332,5.616310,5.603082,4.757270,6.151914,200
avg_utility_mainstream_coalition,4.760302,0.429244,4.700811,4.819792,4.755815,2.795905,6.346875,200
avg_utility_mainstream_direct,4.676109,0.291060,4.635770,4.716447,4.711095,3.665311,5.450980,200
norm_utility_extremist,0.715851,0.073791,0.705624,0.726078,0.726916,0.538908,0.877140,200
norm_utility_mainstream,0.529288,0.022281,0.526200,0.532376,0.529502,0.473860,0.593784,200
total_relocations,43681.285000,1225.604109,43511.424937,43851.145063,43597.500000,40752.000000,46601.000000,200
avg_relocations_per_community,48.534761,1.361782,48.346028,48.723495,48.441667,45.280000,51.778889,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,561.230000,41.191026,555.521215,566.938785,565.500000,447.000000,688.000000,200
final_proportion_algorithmic,0.623589,0.045768,0.617246,0.629932,0.628333,0.496667,0.764444,200
final_count_coalition,177.675000,34.581044,172.882312,182.467688,179.500000,76.000000,272.000000,200
final_proportion_coalition,0.197417,0.038423,0.192091,0.202742,0.199444,0.084444,0.302222,200
final_count_direct,161.095000,29.396714,157.020823,165.169177,161.000000,82.000000,268.000000,200
final_proportion_direct,0.178994,0.032663,0.174468,0.183521,0.178889,0.091111,0.297778,200
final_count_extremist_algorithmic,20.070000,17.920121,17.586398,22.553602,16.000000,0.000000,63.000000,200
final_count_extremist_coalition,26.330000,17.319379,23.929656,28.730344,28.000000,0.000000,62.000000,200
final_count_extremist_direct,43.600000,6.194502,42.741486,44.458514,45.000000,21.000000,56.000000,200
final_count_mainstream_algorithmic,541.160000,42.578741,535.258888,547.061112,543.000000,417.000000,688.000000,200
final_count_mainstream_coalition,151.345000,36.094321,146.342582,156.347418,152.500000,34.000000,255.000000,200
final_count_mainstream_direct,117.495000,29.840615,113.359302,121.630698,116.500000,44.000000,238.000000,200
burst_rate,0.948333,,,,,,,
burst_size_median,19.000000,,,,,,,
escalation_mean_slope,11.488622,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.087702,,,,,,,
displacement_frac_negative,0.215686,,,,,,,
enclave_mean_homogeneity,0.807876,,,,,,,
enclave_settling_step,55.125000,,,,,,,
burst_rate,0.948333,,,,,,,
burst_size_median,19.000000,,,,,,,
escalation_mean_slope,11.488622,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.087702,,,,,,,
displacement_frac_negative,0.215686,,,,,,,
enclave_mean_homogeneity,0.807876,,,,,,,
enclave_settling_step,55.125000,,,,,,,
