Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.425299,0.145550,6.405127,6.445472,6.429062,5.998349,6.734015,200
avg_utility_extremist,12.272975,0.983908,12.136612,12.409338,12.299294,9.336262,15.043982,200
avg_utility_mainstream,5.775558,0.169020,5.752133,5.798983,5.782952,5.262835,6.137831,200
avg_utility_gov_algorithmic,6.050775,0.225357,6.019542,6.082008,6.067815,5.346330,6.519113,200
avg_utility_gov_coalition,6.108732,0.430687,6.049042,6.168422,6.041585,5.160592,7.861111,200
avg_utility_gov_direct,9.272684,0.702441,9.175330,9.370037,9.263930,7.601153,11.124448,200
avg_utility_extremist_algorithmic,9.422423,2.529142,9.054977,9.789869,9.116639,4.454545,17.571429,182
avg_utility_extremist_coalition,10.996405,2.967163,10.474145,11.518665,10.484929,4.454545,17.000000,124
avg_utility_extremist_direct,15.692900,0.688123,15.597531,15.788269,15.690871,13.705980,17.442551,200
avg_utility_mainstream_algorithmic,5.911560,0.198034,5.884114,5.939006,5.921519,5.274225,6.328730,200
avg_utility_mainstream_coalition,5.748252,0.312694,5.704915,5.791589,5.771820,4.806097,6.797773,200
avg_utility_mainstream_direct,4.523094,0.322476,4.478401,4.567787,4.521812,3.711049,5.354766,200
norm_utility_extremist,0.613649,0.049195,0.606831,0.620467,0.614965,0.466813,0.752199,200
norm_utility_mainstream,0.577556,0.016902,0.575213,0.579898,0.578295,0.526284,0.613783,200
total_relocations,61273.080000,564.120308,61194.896914,61351.263086,61273.000000,59236.000000,63621.000000,200
avg_relocations_per_community,68.081200,0.626800,67.994330,68.168070,68.081111,65.817778,70.690000,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,634.290000,30.733183,630.030598,638.549402,636.000000,540.000000,723.000000,200
final_proportion_algorithmic,0.704767,0.034148,0.700034,0.709499,0.706667,0.600000,0.803333,200
final_count_coalition,161.820000,27.133721,158.059458,165.580542,157.000000,94.000000,239.000000,200
final_proportion_coalition,0.179800,0.030149,0.175622,0.183978,0.174444,0.104444,0.265556,200
final_count_direct,103.890000,15.829744,101.696109,106.083891,103.000000,72.000000,147.000000,200
final_proportion_direct,0.115433,0.017589,0.112996,0.117871,0.114444,0.080000,0.163333,200
final_count_extremist_algorithmic,32.070000,17.615523,29.628613,34.511387,38.000000,0.000000,66.000000,200
final_count_extremist_coalition,14.290000,17.150118,11.913115,16.666885,6.500000,0.000000,57.000000,200
final_count_extremist_direct,43.640000,5.182149,42.921791,44.358209,44.000000,24.000000,56.000000,200
final_count_mainstream_algorithmic,602.220000,26.764027,598.510695,605.929305,603.000000,517.000000,673.000000,200
final_count_mainstream_coalition,147.530000,23.351995,144.293579,150.766421,148.500000,84.000000,221.000000,200
final_count_mainstream_direct,60.250000,14.115016,58.293759,62.206241,59.000000,32.000000,94.000000,200
burst_rate,0.660556,,,,,,,
burst_size_median,33.000000,,,,,,,
escalation_mean_slope,2.081473,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.024260,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.924750,,,,,,,
enclave_settling_step,37.636667,,,,,,,
burst_rate,0.660556,,,,,,,
burst_size_median,33.000000,,,,,,,
escalation_mean_slope,2.081473,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.024260,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.924750,,,,,,,
enclave_settling_step,37.636667,,,,,,,
burst_rate,0.660556,,,,,,,
burst_size_median,33.000000,,,,,,,
escalation_mean_slope,2.081473,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.024260,,,,,,,
displacement_frac_negative,0.170000,,,,,,,
enclave_mean_homogeneity,0.924750,,,,,,,
enclave_settling_step,37.636667,,,,,,,
