Measure,Mean,SD,CI_Lower,CI_Upper,Median,Min,Max,N
avg_utility,6.567259,0.148008,6.546746,6.587772,6.565893,6.238889,6.930000,200
avg_utility_extremist,9.784668,0.595454,9.702142,9.867194,9.847216,8.212137,11.107686,200
avg_utility_mainstream,5.999481,0.152081,5.978403,6.020558,5.992598,5.604935,6.423682,200
avg_utility_gov_algorithmic,6.174396,0.197042,6.147088,6.201705,6.180782,5.588774,6.646379,200
avg_utility_gov_coalition,6.104107,0.328308,6.058606,6.149609,6.053723,5.402222,7.249057,200
avg_utility_gov_direct,9.132499,0.429600,9.072960,9.192039,9.094249,7.809713,10.243256,200
avg_utility_extremist_algorithmic,7.415671,1.102346,7.247469,7.583873,7.379747,5.000000,11.333333,165
avg_utility_extremist_direct,12.131313,0.429115,12.071840,12.190785,12.180070,10.575105,12.961169,200
avg_utility_mainstream_algorithmic,6.071060,0.158419,6.049105,6.093016,6.075709,5.588774,6.497975,200
avg_utility_mainstream_coalition,5.941735,0.276866,5.903363,5.980107,5.950759,5.320451,6.596966,200
avg_utility_mainstream_direct,5.448528,0.415210,5.390983,5.506073,5.371341,4.683661,7.219482,200
norm_utility_extremist,0.652311,0.039697,0.646809,0.657813,0.656481,0.547476,0.740512,200
norm_utility_mainstream,0.599948,0.015208,0.597840,0.602056,0.599260,0.560494,0.642368,200
total_relocations,58494.650000,821.870796,58380.744519,58608.555481,58567.500000,55128.000000,60013.000000,200
avg_relocations_per_community,64.994056,0.913190,64.867494,65.120617,65.075000,61.253333,66.681111,200
settling_time_90pct,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,200
final_count_algorithmic,618.975000,36.913921,613.858992,624.091008,623.500000,516.000000,682.000000,200
final_proportion_algorithmic,0.687750,0.041015,0.682066,0.693434,0.692778,0.573333,0.757778,200
final_count_coalition,157.515000,35.425621,152.605259,162.424741,149.000000,92.000000,261.000000,200
final_proportion_coalition,0.175017,0.039362,0.169561,0.180472,0.165556,0.102222,0.290000,200
final_count_direct,123.510000,14.771965,121.462710,125.557290,122.500000,94.000000,171.000000,200
final_proportion_direct,0.137233,0.016413,0.134959,0.139508,0.136111,0.104444,0.190000,200
final_count_extremist_algorithmic,50.325000,27.148750,46.562375,54.087625,63.500000,0.000000,86.000000,200
final_count_extremist_coalition,17.255000,26.839744,13.535201,20.974799,0.000000,0.000000,79.000000,200
final_count_extremist_direct,67.420000,5.649174,66.637064,68.202936,68.000000,49.000000,81.000000,200
final_count_mainstream_algorithmic,568.650000,22.988035,565.464021,571.835979,568.000000,510.000000,622.000000,200
final_count_mainstream_coalition,140.260000,21.109011,137.334440,143.185560,138.000000,92.000000,201.000000,200
final_count_mainstream_direct,56.090000,13.104984,54.273742,57.906258,56.000000,23.000000,95.000000,200
avg_utility_extremist_coalition,7.680422,1.350256,7.359487,8.001357,7.805556,5.069444,11.250000,68
burst_rate,0.761111,,,,,,,
burst_size_median,60.000000,,,,,,,
escalation_mean_slope,2.513035,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.048377,,,,,,,
displacement_frac_negative,0.015000,,,,,,,
enclave_mean_homogeneity,0.965866,,,,,,,
enclave_settling_step,10.573333,,,,,,,
burst_rate,0.761111,,,,,,,
burst_size_median,60.000000,,,,,,,
escalation_mean_slope,2.513035,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.048377,,,,,,,
displacement_frac_negative,0.015000,,,,,,,
enclave_mean_homogeneity,0.965866,,,,,,,
enclave_settling_step,10.573333,,,,,,,
burst_rate,0.761111,,,,,,,
burst_size_median,60.000000,,,,,,,
escalation_mean_slope,2.513035,,,,,,,
escalation_p_value,0.000000,,,,,,,
displacement_util_delta_mean,0.048377,,,,,,,
displacement_frac_negative,0.015000,,,,,,,
enclave_mean_homogeneity,0.965866,,,,,,,
enclave_settling_step,10.573333,,,,,,,
